"sample_id","stratum","stratum_rank","selection_hash","oracle_id","printing_id","collector_number","set","set_name","rarity","name","mana_cost","type_line","oracle_text","layout","power","toughness","colors","standard_legality","classification","implementation_family","recommended_tier","primary_gap","secondary_gaps","rationale","code_evidence","authority_url"
"144","HOB-uncommon","4","143abe8b339108260f7cfa7dc2828dbb097c8872b919d7f2bd24b2d62f64f76d","7c9bfc6e-648a-482b-9483-9e8538726f53","7c9bfc6e-648a-482b-9483-9e8538726f53","227","HOB","The Hobbit","uncommon","Glóin the Mighty // Easy Pickings","3R // 2R","Legendary Creature — Dwarf Warrior // Sorcery — Adventure","At the beginning of your first main phase, add {R}{R}.

---

Easy Pickings deals 1 damage to each creature your opponents control. (Then exile this card. You may cast the creature later from exile.)","adventure","4","3","R","legal","full_now","composable_ron","Data","","","All sampled rules text is expressible through current card data and shared primitives; no new Rust or wire contract is required.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives;tricerules/tricerules-core/src/engine","https://magic.wizards.com/en/news/feature/the-hobbit-release-notes"
"145","HOB-uncommon","5","1461566d0af78d790fa36cc985aa419fc66980c0c807448ac08dd6e43905e4de","d3cbe830-7e95-4019-89c4-cfb36bcf00f8","d3cbe830-7e95-4019-89c4-cfb36bcf00f8","78","HOB","The Hobbit","uncommon","Nighthowl Pursuer","B","Creature — Wolf","Menace (This creature can't be blocked except by two or more creatures.)
Ferocious — Whenever this creature attacks while you control a creature with power 4 or greater, this creature gets +2/+2 until end of turn.","normal","1","1","B","legal","full_now","composable_ron","Data","","","All sampled rules text is expressible through current card data and shared primitives; no new Rust or wire contract is required.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives;tricerules/tricerules-core/src/engine","https://magic.wizards.com/en/news/feature/the-hobbit-release-notes"
"146","HOB-uncommon","6","177be1c82fd9ae9f8e7a4cbf624ae0e801b669bf779ac35de7f35a551a07a91d","898c14a2-d897-4341-83ed-eee666df9648","898c14a2-d897-4341-83ed-eee666df9648","175","HOB","The Hobbit","uncommon","Key to the Side-Door","1","Artifact","{2}, {T}: Target creature can't be blocked this turn.
{1}, {T}, Discard a legendary card with the same name as a legendary permanent you control: Draw two cards.","normal","","","","legal","partial_now","ron_after_omission","Engine","activation_discard_relation","","The unblockable activation is composable; the draw activation needs a discarded legendary sharing a name with a controlled legendary.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives;tricerules/tricerules-core/src/engine","https://magic.wizards.com/en/news/feature/the-hobbit-release-notes"
"147","HOB-uncommon","7","1f97d043518ac1ca62de828da55be3ffd8364f18ab003b2b073eb4a501060f9a","67304269-c595-4cf0-8dbf-fcb2e9e01fe2","67304269-c595-4cf0-8dbf-fcb2e9e01fe2","19","HOB","The Hobbit","uncommon","Lake-town Toymaker","3W","Creature — Human Artificer","At the beginning of combat on your turn, if you've drawn two or more cards this turn, another target creature you control gets +3/+0 and gains first strike until end of turn.","normal","3","4","W","legal","full_now","composable_ron","Data","","","All sampled rules text is expressible through current card data and shared primitives; no new Rust or wire contract is required.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives;tricerules/tricerules-core/src/engine","https://magic.wizards.com/en/news/feature/the-hobbit-release-notes"
"148","HOB-uncommon","8","23f81d7619610b99f0ded325513204a0145ef2674f1e248f4719bdf78c7f3025","6dff14cd-b60b-48f4-9d9f-c9019b55df4c","6dff14cd-b60b-48f4-9d9f-c9019b55df4c","105","HOB","The Hobbit","uncommon","Misty Mountains Raider","4R","Creature — Goblin Soldier","Whenever you attack, amass Goblins 2. (Put two +1/+1 counters on an Army you control. It's also a Goblin. If you don't control an Army, create a 0/0 black Goblin Army creature token first.)","normal","4","4","R","legal","blocked","shared_capability_required","Engine","amass","","The only action of the attack trigger is Amass Goblins.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives;tricerules/tricerules-core/src/engine","https://magic.wizards.com/en/news/feature/the-hobbit-release-notes"
"149","HOB-uncommon","9","275d7257b13de660e5e4f6f1ae33476533ef7d4f9fd513bf90b3c27ce0e26040","50202288-f433-4b56-8f60-349bda7b4f6b","50202288-f433-4b56-8f60-349bda7b4f6b","159","HOB","The Hobbit","uncommon","Large Bear","3{B/G}{B/G}","Creature — Bear","Reach, trample, haste","normal","5","5","BG","legal","full_now","composable_ron","Data","","","All sampled rules text is expressible through current card data and shared primitives; no new Rust or wire contract is required.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives;tricerules/tricerules-core/src/engine","https://magic.wizards.com/en/news/feature/the-hobbit-release-notes"
"150","HOB-uncommon","10","298364b3d231c318ef498b60d3e2f3febc7fecc3adbbba2f13d2ab9be73137b4","0b84e232-428c-424a-848c-ef95debc6e50","0b84e232-428c-424a-848c-ef95debc6e50","145","HOB","The Hobbit","uncommon","Bard the Bowman","1WU","Legendary Creature — Human Archer","Reach
Whenever you draw your second card each turn, put a +1/+1 counter on target creature. It gains lifelink until end of turn.","normal","1","3","WU","legal","full_now","composable_ron","Data","","","All sampled rules text is expressible through current card data and shared primitives; no new Rust or wire contract is required.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives;tricerules/tricerules-core/src/engine","https://magic.wizards.com/en/news/feature/the-hobbit-release-notes"
"151","HOB-uncommon","11","2fa23373478606de82055a22c98a40d17c20dd65a710cbc38f690824f6a880e2","c141695c-c108-41d5-85cb-1f7485d9d533","c141695c-c108-41d5-85cb-1f7485d9d533","37","HOB","The Hobbit","uncommon","Elven Raft-Steerer","2U","Creature — Elf Pilot","Landfall — Whenever a land you control enters, choose one —
• Tap target creature an opponent controls.
• Untap target creature you control.","normal","3","2","U","legal","full_now","composable_ron","Data","","","All sampled rules text is expressible through current card data and shared primitives; no new Rust or wire contract is required.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives;tricerules/tricerules-core/src/engine","https://magic.wizards.com/en/news/feature/the-hobbit-release-notes"
"152","HOB-uncommon","12","35ad4c1fb90d9c33433d064de26d3601ce592acc9447103b45d5b6f03291e575","c7e18609-d1ed-4829-be11-f2ce2cfcbc49","c7e18609-d1ed-4829-be11-f2ce2cfcbc49","165","HOB","The Hobbit","uncommon","Thorin Oakenshield","RW","Legendary Creature — Dwarf Noble","Trample
Storied (If you control three or more artifacts, legendaries, and/or Sagas, you have an enduring story for the rest of the game.)
As long as you have an enduring story, artifacts and creatures you control have ward {1}.","normal","3","2","WR","legal","blocked","shared_capability_required","Engine","storied","","The enduring-story designation drives the substantive ward-granting behavior; trample alone is insufficient.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives;tricerules/tricerules-core/src/engine","https://magic.wizards.com/en/news/feature/the-hobbit-release-notes"
"153","HOB-uncommon","13","35cbacf16ee888f3eb1d797be1ba2e6620d3e472e5b13ce56f35e6b652663a26","985bd676-58c4-42c7-a570-1b413e9aa94c","985bd676-58c4-42c7-a570-1b413e9aa94c","125","HOB","The Hobbit","uncommon","Galion, Elvenking's Butler","2GG","Legendary Creature — Elf Advisor","Whenever Galion attacks, choose up to one other target creature you control. Its base power and toughness become equal to Galion's power and toughness until end of turn.","normal","4","4","G","legal","blocked","shared_capability_required","Engine","animation","","Setting another target base power and toughness to two live source values is absent.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives;tricerules/tricerules-core/src/engine","https://magic.wizards.com/en/news/feature/the-hobbit-release-notes"
"154","HOB-uncommon","14","37930c61ec39ed67f98ca6fb8f4555d0a7591c377e0fb123453f1b20097c4603","370e09c2-36c5-4662-8350-1db798afad3e","370e09c2-36c5-4662-8350-1db798afad3e","16","HOB","The Hobbit","uncommon","Iron Hills Blacksmith","1W","Creature — Dwarf Artificer","Double strike
When this creature enters, create a colorless Equipment artifact token named Axe with ""Equipped creature gets +1/+0"" and equip {2}.","normal","1","1","W","legal","full_now","composable_ron","Data","","","All sampled rules text is expressible through current card data and shared primitives; no new Rust or wire contract is required.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives;tricerules/tricerules-core/src/engine","https://magic.wizards.com/en/news/feature/the-hobbit-release-notes"
"155","HOB-uncommon","15","396b7dec1c9d826651bfd55a70d26c217bee0b745553da7ad2dbe58197f1702e","ad0dba36-d056-4bc1-987a-391da26ad267","ad0dba36-d056-4bc1-987a-391da26ad267","179","HOB","The Hobbit","uncommon","Thrór's Map","2","Legendary Artifact","When Thrór's Map enters, search your library for a basic land card, reveal it, put it into your hand, then shuffle.
{2}, {T}: Draw a card, then discard a card.","normal","","","","legal","full_now","composable_ron","Data","","","All sampled rules text is expressible through current card data and shared primitives; no new Rust or wire contract is required.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives;tricerules/tricerules-core/src/engine","https://magic.wizards.com/en/news/feature/the-hobbit-release-notes"
"156","HOB-uncommon","16","3b8cc67abb059f07381f1941cbfd22bedaee94c397cab076aac30dd070075b0c","c71b74fb-fb0c-4953-b536-7a3f283c6918","c71b74fb-fb0c-4953-b536-7a3f283c6918","163","HOB","The Hobbit","uncommon","Silvan Reveler","2GU","Creature — Elf Citizen","When this creature enters, draw a card, then discard a card. If you discard a land card this way, put it from your graveyard onto the battlefield tapped.
Landfall — Whenever a land you control enters, you may pay {1}{G}{U}. If you do, return this card from your graveyard to your hand.","normal","3","2","UG","legal","partial_now","ron_after_omission","Engine","graveyard_trigger_source","","The ETB discard and land move are composable; a Landfall trigger functioning from the source graveyard is not.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives;tricerules/tricerules-core/src/engine","https://magic.wizards.com/en/news/feature/the-hobbit-release-notes"
"157","HOB-uncommon","17","444fc8ecc1a3b3fac4dc3a44e0767bf7d7a0498cd9966a8f42031dace76ae12b","bd0f0415-43af-4f5d-8999-853c5d42780d","bd0f0415-43af-4f5d-8999-853c5d42780d","95","HOB","The Hobbit","uncommon","Dwarven Mauler","R","Creature — Dwarf Warrior","Equip abilities you activate that target this creature cost {2} less to activate.","normal","2","1","R","legal","blocked","shared_capability_required","Engine","external_equip_cost_modifier","","The static ability modifies Equip activations targeting this source, a cost-modifier relation not represented.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives;tricerules/tricerules-core/src/engine","https://magic.wizards.com/en/news/feature/the-hobbit-release-notes"
"158","HOB-uncommon","18","453aea77f7e3e5a655e5784f330febd36eb05a33a2a9430a0445cca14a2dfb8b","42fbd61d-e1a6-465d-b1a3-f5ee0869d3af","42fbd61d-e1a6-465d-b1a3-f5ee0869d3af","7","HOB","The Hobbit","uncommon","Celebrate the Mountain-king","3W","Enchantment","When this enchantment enters, for each opponent, exile up to one target nonland permanent that player controls until this enchantment leaves the battlefield.
When this enchantment enters, recruit. (Draw a card, then discard a card. If you discarded a nonland card, create a 1/1 white Human Soldier creature token.)","normal","","","W","legal","blocked","shared_capability_required","Engine","multi_opponent_exile","","The ETB needs one separately chosen nonland permanent per opponent linked to the source; Recruit itself is composable.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives;tricerules/tricerules-core/src/engine","https://magic.wizards.com/en/news/feature/the-hobbit-release-notes"
"159","HOB-uncommon","19","48b0356811cd86be7d638b8fe037af73202ca2ae375a6c192a15c693e85b333c","ca0f7bf4-b8a2-4ec4-ad7e-b639de9fa76a","ca0f7bf4-b8a2-4ec4-ad7e-b639de9fa76a","138","HOB","The Hobbit","uncommon","Troll Negotiations","2GG","Sorcery","Put two +1/+1 counters on target creature you control. Then it fights target creature an opponent controls. (Each deals damage equal to its power to the other.)","normal","","","G","legal","full_now","composable_ron","Data","","","All sampled rules text is expressible through current card data and shared primitives; no new Rust or wire contract is required.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives;tricerules/tricerules-core/src/engine","https://magic.wizards.com/en/news/feature/the-hobbit-release-notes"
"160","HOB-uncommon","20","53d51ad9eaf75fbe070269aeb689c9ab2cbbd3d74537115a6132d96db2738a13","6cbcd606-b864-4b81-9596-e7788befdd1f","6cbcd606-b864-4b81-9596-e7788befdd1f","199","HOB","The Hobbit","uncommon","Troop of Ponies","2","Creature — Horse","{2}, {T}, Sacrifice this creature: Search your library for up to two basic land cards, reveal them, put one onto the battlefield tapped and the other into your hand, then shuffle.","normal","2","1","","legal","partial_now","ron_after_omission","Engine","split_search_destination","","The sacrifice/search ability is composable except for placing two selected basics into different destinations.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives;tricerules/tricerules-core/src/engine","https://magic.wizards.com/en/news/feature/the-hobbit-release-notes"
