"sample_id","stratum","stratum_rank","selection_hash","oracle_id","scryfall_id","name","mana_cost","type_line","oracle_text","keywords","layout","power","toughness","faces_json","classification","implementation_family","recommended_tier","primary_gap","secondary_gaps","rationale","code_evidence","scryfall_uri","rulings_uri"
"33","BRO-uncommon","3","0a12500fa58765203c16d8a89f67954d758e6e18a32440d85f9d5bcedacd4cf5","b13c91be-079a-46f1-8a99-b7dba99bb9c0","ac75c41f-82dc-4b06-a233-9b74ea177a3d","Fallaji Excavation","{3}{G}{G}","Sorcery","Create three tapped Powerstone tokens. You gain 3 life. (The tokens are artifacts with ""{T}: Add {C}. This mana can't be spent to cast a nonartifact spell."")","","normal","","","[]","partial_now","capability_gap","SharedPrimitiveOrMechanic","powerstone_mana","","Life gain works; Powerstone tokens are not exact.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives/abilities.rs;tricerules/tricerules-cards/src/primitives/effects.rs;tricerules/tricerules-cards/src/primitives/targeting.rs","https://scryfall.com/card/bro/178/fallaji-excavation?utm_source=api","https://api.scryfall.com/cards/ac75c41f-82dc-4b06-a233-9b74ea177a3d/rulings"
"34","BRO-uncommon","4","134fb3b233e76b53726037849b0af17de56f592bed689a6dc3a3bdfb491daa4f","c24e34e7-0ac6-451a-b73b-31c7f96d123f","21cd0ece-a267-42ab-b95a-6e7931bd837a","Gruesome Realization","{1}{B}{B}","Sorcery","Choose one —
• You draw two cards and you lose 2 life.
• Creatures your opponents control get -1/-1 until end of turn.","","normal","","","[]","full_now","composable_ron","Data","","","Modal draw/life loss or opposing-creature PumpAll.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives/abilities.rs;tricerules/tricerules-cards/src/primitives/effects.rs;tricerules/tricerules-cards/src/primitives/targeting.rs","https://scryfall.com/card/bro/103/gruesome-realization?utm_source=api","https://api.scryfall.com/cards/21cd0ece-a267-42ab-b95a-6e7931bd837a/rulings"
"35","BRO-uncommon","5","144e0a1ec1f3d145f3ce06f824a8eddfc580e60b01f65f488703b72f27ccb518","b65f20de-52fa-4904-bbfe-7ba53ccd8ae5","5ea316f3-4a68-4cd4-a388-da9d0455d0a9","Flow of Knowledge","{4}{U}","Instant","Draw a card for each Island you control, then discard two cards.","","normal","","","[]","blocked","capability_gap","SharedPrimitiveOrMechanic","quantity","","Draw count cannot count Islands; subsequent discard already exists.","tricerules/tricerules-cards/src/primitives/abilities.rs;tricerules/tricerules-cards/src/primitives/effects.rs;tricerules/tricerules-core/src/engine/history.rs","https://scryfall.com/card/bro/49/flow-of-knowledge?utm_source=api","https://api.scryfall.com/cards/5ea316f3-4a68-4cd4-a388-da9d0455d0a9/rulings"
"36","BRO-uncommon","6","1647a22c9b90090569d018025094716f17cd1713422f779c805940129f9ab890","0c460bdd-460b-4312-9ed2-32f3809a7d36","74dfabfd-e13b-4512-a733-abe514be6404","Combat Thresher","{7}","Artifact Creature — Construct","Prototype {2}{W} — 1/1 (You may cast this spell with different mana cost, color, and size. It keeps its abilities and types.)
Double strike
When this creature enters, draw a card.","Double strike; Prototype","prototype","3","3","[]","partial_now","capability_gap","SharedPrimitiveOrMechanic","prototype","","Double strike and ETB draw work; Prototype missing.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives/abilities.rs;tricerules/tricerules-cards/src/primitives/effects.rs;tricerules/tricerules-cards/src/primitives/targeting.rs","https://scryfall.com/card/bro/35/combat-thresher?utm_source=api","https://api.scryfall.com/cards/74dfabfd-e13b-4512-a733-abe514be6404/rulings"
"37","BRO-uncommon","7","1bfa6c81dab0f617965e3c825c2d673400b39b8f74a66bf7ea40572d06408090","b1870fff-b87e-434e-8d4c-d9e60f7f4284","5db83275-bfd2-42c2-8d0f-e8a9b4f60e78","Mask of the Jadecrafter","{2}","Artifact","{X}, {T}, Sacrifice this artifact: Create an X/X colorless Golem artifact creature token. Activate only as a sorcery.
Unearth {2}{G} ({2}{G}: Return this card from your graveyard to the battlefield. Exile it at the beginning of the next end step or if it would leave the battlefield. Unearth only as a sorcery.)","Unearth","normal","","","[]","blocked","capability_gap","SharedPrimitiveOrMechanic","dynamic_token","unearth","Variable token characteristics and Unearth both absent.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives/abilities.rs;tricerules/tricerules-cards/src/primitives/effects.rs;tricerules/tricerules-cards/src/primitives/targeting.rs","https://scryfall.com/card/bro/201/mask-of-the-jadecrafter?utm_source=api","https://api.scryfall.com/cards/5db83275-bfd2-42c2-8d0f-e8a9b4f60e78/rulings"
"38","BRO-uncommon","8","22b417b0d84921ebf53f02ef2dc1bd8c2f34ed5be216e49c47df2e8bb3870286","68d4d753-5e53-48a6-8ba2-56020893c239","a15b0676-b698-4160-8d2f-a22a1011bac0","Junkyard Genius","{1}{B}{R}","Creature — Human Artificer","When this creature enters, create a tapped Powerstone token. (It's an artifact with ""{T}: Add {C}. This mana can't be spent to cast a nonartifact spell."")
{1}{B}{R}, Sacrifice another creature or artifact: Until end of turn, other creatures you control get +1/+0 and gain menace and haste.","","normal","2","2","[]","partial_now","capability_gap","SharedPrimitiveOrMechanic","powerstone_mana","","Sacrifice activation and other-creature pump/keywords work; Powerstone incomplete.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives/abilities.rs;tricerules/tricerules-cards/src/primitives/effects.rs;tricerules/tricerules-cards/src/primitives/targeting.rs","https://scryfall.com/card/bro/214/junkyard-genius?utm_source=api","https://api.scryfall.com/cards/a15b0676-b698-4160-8d2f-a22a1011bac0/rulings"
"39","BRO-uncommon","9","26e3a18643161cc80c2b38569064d5063b47b68f4efc612d10ecf580f88028a4","b4cf61e5-b2b7-4fb9-addf-db84dec49681","46a2108e-e45e-4b21-a03b-5f644b6043be","Take Flight","{3}{U}","Enchantment — Aura","Enchant creature
Enchanted creature gets +1/+0 and has flying and ""Whenever this creature attacks, draw a card.""","Enchant","normal","","","[]","full_now","composable_ron","Data","","","Attached P/T/flying and granted attack draw trigger.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives/abilities.rs;tricerules/tricerules-cards/src/primitives/effects.rs;tricerules/tricerules-cards/src/primitives/targeting.rs","https://scryfall.com/card/bro/65/take-flight?utm_source=api","https://api.scryfall.com/cards/46a2108e-e45e-4b21-a03b-5f644b6043be/rulings"
"40","BRO-uncommon","10","2a17cb0adb12f2e6a2b7f02b19ae3373ec0c19b01ca35e0c1c41d78ebcafebc7","20150b58-a442-472c-8191-b44581322eeb","640a08b7-dd30-446e-a8a7-2e084bbb9586","Mass Production","{5}{W}","Sorcery","Create four 1/1 colorless Soldier artifact creature tokens.","","normal","","","[]","full_now","composable_ron","Data","","","Four fixed artifact-creature Soldier tokens.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives/abilities.rs;tricerules/tricerules-cards/src/primitives/effects.rs;tricerules/tricerules-cards/src/primitives/targeting.rs","https://scryfall.com/card/bro/15/mass-production?utm_source=api","https://api.scryfall.com/cards/640a08b7-dd30-446e-a8a7-2e084bbb9586/rulings"
"41","BRO-uncommon","11","2d052d692cff534db516f244f4f574026d01eb0659c4a5d45287075c7e091adc","4f42517b-e62e-4b8c-8c56-cb32fb62c478","04ff4a4b-4e86-41d1-a6b6-312aac0d3e1a","Repair and Recharge","{3}{W}{W}","Sorcery","Return target artifact, enchantment, or planeswalker card from your graveyard to the battlefield. Create a tapped Powerstone token. (It's an artifact with ""{T}: Add {C}. This mana can't be spent to cast a nonartifact spell."")","","normal","","","[]","partial_now","capability_gap","SharedPrimitiveOrMechanic","powerstone_mana","","Union-filter graveyard return works; Powerstone incomplete.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives/abilities.rs;tricerules/tricerules-cards/src/primitives/effects.rs;tricerules/tricerules-cards/src/primitives/targeting.rs","https://scryfall.com/card/bro/24/repair-and-recharge?utm_source=api","https://api.scryfall.com/cards/04ff4a4b-4e86-41d1-a6b6-312aac0d3e1a/rulings"
"42","BRO-uncommon","12","2ffe59afda6a8eaa00f145e32403d903d48d2aea2b49b827f2ce0f373e8648ee","3f285781-ee03-4a58-a85e-a33f5efffc9d","5ab5cb30-3ced-4450-a3c4-b519f3762620","Static Net","{3}{W}","Enchantment","When this enchantment enters, exile target nonland permanent an opponent controls until this enchantment leaves the battlefield.
When this enchantment enters, you gain 2 life and create a tapped Powerstone token. (It's an artifact with ""{T}: Add {C}. This mana can't be spent to cast a nonartifact spell."")","","normal","","","[]","partial_now","capability_gap","SharedPrimitiveOrMechanic","powerstone_mana","","Linked exile and life gain work; Powerstone incomplete.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives/abilities.rs;tricerules/tricerules-cards/src/primitives/effects.rs;tricerules/tricerules-cards/src/primitives/targeting.rs","https://scryfall.com/card/bro/27/static-net?utm_source=api","https://api.scryfall.com/cards/5ab5cb30-3ced-4450-a3c4-b519f3762620/rulings"
"43","BRO-uncommon","13","36a1467d34dccacaade8466fa374bd8a84c5283c59961542eb22a3ce35e7d7f8","dcddd143-a7d9-4a38-a2da-dd6bd2e48205","f935adbb-d2e3-48d0-b38c-41f3b583fecb","Zephyr Sentinel","{1}{U}","Creature — Human Soldier","Flash
Flying
When this creature enters, return up to one other target creature you control to its owner's hand. If it was a Soldier, put a +1/+1 counter on this creature.","Flying; Flash","normal","2","1","[]","partial_now","capability_gap","SharedPrimitiveOrMechanic","result_continuation","","Flash/flying and optional bounce work; bounced Soldier receipt missing.","tricerules/tricerules-cards/src/primitives/effects.rs","https://scryfall.com/card/bro/74/zephyr-sentinel?utm_source=api","https://api.scryfall.com/cards/f935adbb-d2e3-48d0-b38c-41f3b583fecb/rulings"
"44","BRO-uncommon","14","371c873de5233db371e394fe6509082d102a7154a5c055f3c8c09dc8deabdf20","afe8fd01-f0c7-46a5-9e9c-e8b9599cd19a","4a7e030c-98d1-452c-8020-cd92a3ef02c3","No One Left Behind","{4}{B}","Sorcery","This spell costs {3} less to cast if it targets a creature card with mana value 3 or less.
Return target creature card from your graveyard to the battlefield.","","normal","","","[]","blocked","capability_gap","SharedPrimitiveOrMechanic","target_predicate","","Target-match reduction cannot inspect graveyard card MV.","tricerules/tricerules-cards/src/primitives/effects.rs;tricerules/tricerules-cards/src/primitives/targeting.rs;tricerules/tricerules-core/src/engine/legal_actions.rs;tricerules/tricerules-core/src/engine/targeting.rs","https://scryfall.com/card/bro/109/no-one-left-behind?utm_source=api","https://api.scryfall.com/cards/4a7e030c-98d1-452c-8020-cd92a3ef02c3/rulings"
"45","BRO-uncommon","15","39be38a0d8fddea1699c6a41a64d04be66fc2ddb81ae4b4507f3fcce7a88d0f8","a7e7be75-646d-4c99-8388-15bb422c8e25","7577b5c7-91ed-4201-bdfd-0919142124eb","Thopter Mechanic","{1}{U}","Creature — Human Artificer","Whenever you draw your second card each turn, put a +1/+1 counter on this creature.
When this creature dies, create a 1/1 colorless Thopter artifact creature token with flying.","","normal","2","1","[]","full_now","composable_ron","Data","","","Draw-second trigger plus ordinary death-token trigger.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives/abilities.rs;tricerules/tricerules-cards/src/primitives/effects.rs;tricerules/tricerules-cards/src/primitives/targeting.rs","https://scryfall.com/card/bro/68/thopter-mechanic?utm_source=api","https://api.scryfall.com/cards/7577b5c7-91ed-4201-bdfd-0919142124eb/rulings"
"46","BRO-uncommon","16","3aa5fe3a25de946174ea7f4c602f76fe97506836063c6c74a6dfb24eeefd998a","dacf7f0d-9ce2-4e28-98a5-e7ec270a4c83","d96761b2-eb9c-4963-a496-ba53a01f4b17","Sarinth Steelseeker","{1}{G}","Creature — Human Artificer Scout","Whenever an artifact you control enters, look at the top card of your library. If it's a land card, you may reveal it and put it into your hand. If you don't put the card into your hand, you may put it into your graveyard.","","normal","1","2","[]","blocked","capability_gap","SharedPrimitiveOrMechanic","library_algorithm","","Optional top-card land recovery with optional graveyard fallback is not an existing partition.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives/abilities.rs;tricerules/tricerules-cards/src/primitives/effects.rs;tricerules/tricerules-cards/src/primitives/targeting.rs","https://scryfall.com/card/bro/189/sarinth-steelseeker?utm_source=api","https://api.scryfall.com/cards/d96761b2-eb9c-4963-a496-ba53a01f4b17/rulings"
"47","BRO-uncommon","17","3ae2a191127d73bcd79ae0cdef7528f0790913d15f9f33d0c807c6ac57f58b69","749d2994-44e7-40d3-8630-7bebed239e9e","847a175e-ead1-4596-baf3-5f7f57859e0b","Haywire Mite","{1}","Artifact Creature — Insect","When this creature dies, you gain 2 life.
{G}, Sacrifice this creature: Exile target noncreature artifact or noncreature enchantment.","","normal","1","1","[]","partial_now","capability_gap","SharedPrimitiveOrMechanic","target_predicate","","Death life gain works; permanent target filter cannot exclude creature type.","tricerules/tricerules-cards/src/primitives/effects.rs;tricerules/tricerules-cards/src/primitives/targeting.rs;tricerules/tricerules-core/src/engine/legal_actions.rs;tricerules/tricerules-core/src/engine/targeting.rs","https://scryfall.com/card/bro/199/haywire-mite?utm_source=api","https://api.scryfall.com/cards/847a175e-ead1-4596-baf3-5f7f57859e0b/rulings"
"48","BRO-uncommon","18","43e0ebec2626b01a7ae407bf49c95b072150b3158194c7855dd20d843c9a2a34","9ea87566-43da-4ebd-a904-ae8b8830c3a2","58baa977-16c1-4983-8343-dbd65e98ddb7","Ashnod's Harvester","{2}","Artifact Creature — Construct","Whenever this creature attacks, exile target card from a graveyard.
Unearth {1}{B} ({1}{B}: Return this card from your graveyard to the battlefield. It gains haste. Exile it at the beginning of the next end step or if it would leave the battlefield. Unearth only as a sorcery.)","Unearth","normal","3","1","[]","partial_now","capability_gap","SharedPrimitiveOrMechanic","unearth","","Attack graveyard exile works; Unearth missing.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives/abilities.rs;tricerules/tricerules-cards/src/primitives/effects.rs;tricerules/tricerules-cards/src/primitives/targeting.rs","https://scryfall.com/card/bro/117/ashnods-harvester?utm_source=api","https://api.scryfall.com/cards/58baa977-16c1-4983-8343-dbd65e98ddb7/rulings"
"49","BRO-uncommon","19","4a065fe5d7caaedd369e6756c4b9e70a4b4550d96b5046f53088857ef4c1de15","28264920-9d14-4661-83b8-56f950fbff39","bb04dad2-4561-4cef-9cee-80d6f1a44bee","Su-Chi Cave Guard","{8}","Artifact Creature — Construct","Vigilance
Ward {4} (Whenever this creature becomes the target of a spell or ability an opponent controls, counter it unless that player pays {4}.)
When this creature dies, add eight {C}. Until end of turn, you don't lose this mana as steps and phases end.","Vigilance; Ward","normal","8","8","[]","partial_now","capability_gap","SharedPrimitiveOrMechanic","mana_retention","","Vigilance/ward and death mana exist; retention until end of turn missing.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives/abilities.rs;tricerules/tricerules-cards/src/primitives/effects.rs;tricerules/tricerules-cards/src/primitives/targeting.rs","https://scryfall.com/card/bro/249/su-chi-cave-guard?utm_source=api","https://api.scryfall.com/cards/bb04dad2-4561-4cef-9cee-80d6f1a44bee/rulings"
"50","BRO-uncommon","20","4a6b71d261590a2cb23473d3006ad1b1fdedd79e03d2d86456671006557545df","dc0bc051-2d5c-4b7f-9902-4f9d5ef8f19d","e8b60003-a987-49b0-a0f8-bb825c97da4d","Evangel of Synthesis","{U}{B}","Creature — Phyrexian Human Cleric","When this creature enters, draw a card, then discard a card.
As long as you've drawn two or more cards this turn, this creature gets +1/+0 and has menace.","","normal","2","3","[]","full_now","composable_ron","Data","","","DrawDiscard ETB and CardsDrawnThisTurn conditional self modifier.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives/abilities.rs;tricerules/tricerules-cards/src/primitives/effects.rs;tricerules/tricerules-cards/src/primitives/targeting.rs","https://scryfall.com/card/bro/209/evangel-of-synthesis?utm_source=api","https://api.scryfall.com/cards/e8b60003-a987-49b0-a0f8-bb825c97da4d/rulings"
"51","BRO-uncommon","21","4c41facc706a67c50d942a2cfbd3f387f7d6671e6f8929f4d4929e2165f87f4f","178828a5-c202-4503-9755-fc6bb2390209","569dab90-a0d8-4c0a-8e32-b2cb3aec39a6","Splitting the Powerstone","{2}{U}","Sorcery","As an additional cost to cast this spell, sacrifice an artifact.
Create two tapped Powerstone tokens. If the sacrificed artifact was legendary, draw a card. (The tokens are artifacts with ""{T}: Add {C}. This mana can't be spent to cast a nonartifact spell."")","","normal","","","[]","blocked","capability_gap","SharedPrimitiveOrMechanic","powerstone_mana","result_continuation","Powerstone permission and legendary payment receipt are missing.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives/abilities.rs;tricerules/tricerules-cards/src/primitives/effects.rs;tricerules/tricerules-cards/src/primitives/targeting.rs","https://scryfall.com/card/bro/63/splitting-the-powerstone?utm_source=api","https://api.scryfall.com/cards/569dab90-a0d8-4c0a-8e32-b2cb3aec39a6/rulings"
